unique_carrier,origin,destination,is_delayed,departure_time,month,day_of_month,day_of_week,distance
NB,CNY,VUT,N,814,M-4,D-27,W-4,842
JG,PVQ,PQM,Y,1433,M-5,D-21,W-7,1156
HL,PFI,MGF,N,535,M-5,D-19,W-4,491
NB,CNY,IQQ,Y,1840,M-3,D-24,W-4,925
RQ,TVQ,RIN,Y,1854,M-2,D-9,W-3,732
HH,QTX,PDM,N,1449,M-2,D-22,W-3,308
OZ,QTX,PTB,N,951,M-2,D-13,W-7,109
RQ,CHP,IQQ,Y,1647,M-5,D-20,W-5,1237
VK,ORN,RMT,N,1013,M-3,D-9,W-4,601
RQ,QJX,TVQ,N,1011,M-8,D-22,W-1,303
RQ,RJB,TVQ,N,1505,M-11,D-9,W-4,1199
TT,PTV,RIN,Y,1207,M-5,D-31,W-2,247
I9,RIN,RJB,N,1948,M-9,D-3,W-7,641
TT,ORN,RIN,N,623,M-4,D-19,W-3,797
RQ,RTC,TVQ,N,1312,M-5,D-2,W-2,366
MH,YTL,VUT,N,1909,M-10,D-22,W-7,787
HH,QTX,HXS,Y,947,M-7,D-23,W-7,49
NB,PBT,ULX,N,1225,M-2,D-19,W-7,338
C6,PDM,DIE,Y,2225,M-7,D-9,W-6,2569
OZ,JNS,SRW,N,558,M-2,D-14,W-1,416
WT,PIH,CHP,N,853,M-1,D-16,W-1,2704
OZ,SRW,CHP,N,822,M-2,D-10,W-5,612
HH,JWF,URX,N,1137,M-3,D-4,W-6,106
NB,RVN,ORN,N,835,M-7,D-11,W-1,229
JG,TVQ,RLB,Y,1830,M-10,D-6,W-4,171
WT,RJB,POI,Y,1653,M-11,D-30,W-3,910
XJ,MQJ,PAS,N,1901,M-1,D-13,W-4,317
TT,PDM,TWP,N,1718,M-7,D-20,W-4,1476
RQ,QYV,TVQ,Y,1205,M-12,D-12,W-1,453
RQ,TVQ,CHP,N,1451,M-7,D-11,W-2,946
NB,JQU,LHW,N,1625,M-1,D-28,W-6,677
OZ,RMT,SRW,N,1324,M-12,D-20,W-3,227
BN,FSS,RVN,N,1701,M-8,D-19,W-5,120
HL,SRW,DIE,Y,1408,M-7,D-31,W-1,426
NB,CBT,LHW,N,1735,M-3,D-19,W-6,670
MH,TWP,YTL,N,847,M-8,D-4,W-4,140
OZ,PVQ,SRW,N,625,M-1,D-30,W-7,667
HH,PTB,QTX,N,1610,M-1,D-29,W-7,109
NB,CWS,ULX,Y,1805,M-2,D-17,W-4,369
HH,SRO,URX,N,624,M-5,D-12,W-4,116
NB,ORN,IQQ,N,1245,M-2,D-18,W-5,1166
NB,VUT,CBT,N,1655,M-10,D-12,W-3,612
WP,ULQ,IQQ,N,1003,M-1,D-25,W-3,992
TP,PJT,SBH,Y,1851,M-6,D-9,W-5,564
TP,HSR,TBM,N,1923,M-12,D-13,W-2,2846
NB,PQM,QTX,N,1250,M-8,D-26,W-5,590
OZ,SRW,QFT,N,1802,M-7,D-17,W-1,431
BN,OPU,YTR,N,1522,M-11,D-3,W-5,908
NB,ORN,LHW,N,1038,M-10,D-17,W-2,937
HH,PIH,OHR,N,2232,M-8,D-15,W-1,78
BN,RMT,RVN,N,942,M-7,D-10,W-1,405
LU,ULX,MOL,N,1241,M-2,D-23,W-3,1671
HL,OYT,MGF,N,1920,M-2,D-23,W-3,948
XJ,CHY,YTL,N,1309,M-4,D-30,W-7,1482
HH,RJB,CKB,N,1349,M-12,D-18,W-1,525
BN,CHP,RVN,Y,1646,M-11,D-27,W-7,632
OZ,QTX,PTB,N,626,M-1,D-6,W-5,109
WT,PIH,QTX,Y,2146,M-6,D-13,W-2,337
MH,CHP,JNS,N,1128,M-6,D-21,W-2,200
C6,DIE,IQQ,Y,1337,M-7,D-1,W-5,1069
RQ,IQQ,TVQ,Y,1056,M-1,D-18,W-3,581
NB,QTX,POI,N,730,M-2,D-9,W-3,373
NB,OMH,UGR,Y,1946,M-6,D-15,W-3,1073
NB,RTQ,LHW,N,1940,M-2,D-16,W-4,239
WP,RJB,ULQ,N,1059,M-8,D-12,W-6,1557
WP,RMT,CHP,N,1038,M-7,D-30,W-7,399
TT,PDW,HSR,N,932,M-2,D-10,W-4,2072
BN,ORN,RVN,N,1009,M-6,D-28,W-2,229
XJ,YTL,OTI,N,1752,M-3,D-3,W-5,429
TP,URX,QTX,N,638,M-10,D-21,W-6,834
RQ,RMT,TVQ,N,1458,M-11,D-1,W-3,547
NB,CWS,HTE,N,1633,M-2,D-22,W-2,325
JG,YQO,TVQ,N,1927,M-11,D-18,W-5,377
XJ,MQJ,YTR,N,1513,M-3,D-31,W-4,288
HL,VWQ,MGF,N,1850,M-10,D-27,W-4,646
JG,TVQ,MLP,Y,1722,M-11,D-17,W-5,259
RQ,CBT,TVQ,N,627,M-2,D-18,W-5,214
BN,HEM,OJO,N,1159,M-7,D-9,W-7,432
XJ,YTL,QML,N,1753,M-1,D-4,W-2,127
TT,PTB,RIN,N,828,M-10,D-8,W-7,1171
BN,RVN,CWI,N,1024,M-9,D-12,W-1,240
HH,SBH,JEH,N,1814,M-2,D-28,W-1,230
NB,CBT,QTP,Y,1300,M-1,D-7,W-6,1588
MH,YTL,TWP,N,1916,M-12,D-18,W-1,140
NB,QTP,PTB,N,800,M-8,D-28,W-7,258
WT,PQM,HSR,Y,832,M-9,D-21,W-3,1249
TP,DBW,PYV,N,2211,M-1,D-15,W-6,95
NB,OPA,CBT,N,805,M-4,D-17,W-1,471
XJ,OMY,JNS,N,1149,M-9,D-23,W-6,1092
NB,HTE,PTB,N,1839,M-12,D-2,W-6,446
RQ,TVQ,VQL,N,1555,M-2,D-10,W-4,223
HL,CWI,MGF,N,1235,M-11,D-3,W-4,410
RQ,TVQ,OMH,N,2231,M-8,D-4,W-5,403
TP,URX,QTX,N,940,M-12,D-3,W-6,834
WP,TVQ,QTP,N,2205,M-5,D-17,W-3,1747
HH,PQM,ITV,Y,1613,M-3,D-31,W-4,501
WP,CWI,MQV,N,832,M-11,D-2,W-4,546
OZ,PVQ,SRW,Y,2010,M-3,D-29,W-2,667
HH,OPH,RJB,N,1157,M-4,D-3,W-7,679
RQ,MGF,TCZ,N,1021,M-3,D-12,W-7,1240
I9,RJB,OPU,Y,1938,M-5,D-26,W-5,680
NB,ULX,ORN,Y,1440,M-12,D-24,W-6,1444
NB,HTE,HBV,N,720,M-9,D-19,W-1,361
IQ,IQQ,ULQ,N,752,M-5,D-7,W-6,992
RL,YTR,UGR,N,1845,M-4,D-23,W-6,372
XJ,JNS,SHM,N,829,M-8,D-23,W-2,246
HH,URX,JWF,N,1105,M-8,D-25,W-4,106
JG,TVN,TVQ,N,1100,M-5,D-12,W-4,765
RQ,TVQ,PAS,N,1939,M-9,D-7,W-3,793
WP,ULX,HBV,N,1613,M-10,D-3,W-2,325
OZ,SRW,RMT,Y,1345,M-7,D-24,W-1,227
NB,PVQ,RVN,N,1500,M-3,D-18,W-5,440
WP,CRQ,MQV,N,1458,M-3,D-7,W-1,644
MH,JNS,RIN,N,906,M-7,D-19,W-2,1372
WT,PIH,RIN,N,1844,M-4,D-11,W-1,1464
WP,UGR,RMT,N,1932,M-2,D-14,W-2,357
WP,CHP,MQV,N,609,M-2,D-24,W-5,728
RQ,CHP,PQM,N,1627,M-1,D-6,W-5,2105
HH,HSR,PTV,N,1734,M-7,D-7,W-4,1041
HH,OHR,PIH,N,1655,M-9,D-5,W-1,78
HH,PDM,PCT,N,1050,M-4,D-16,W-7,234
OZ,PTB,QTX,N,1225,M-4,D-4,W-2,109
WP,OLV,ULQ,N,527,M-3,D-2,W-3,290
AG,HSR,HEM,N,1955,M-11,D-21,W-2,693
IQ,CNY,CHP,N,2106,M-7,D-5,W-2,370
OZ,RIN,TMV,N,1144,M-7,D-11,W-2,89
IQ,YBR,VUT,N,1555,M-4,D-15,W-6,838
WP,MQV,ULQ,N,1359,M-4,D-11,W-1,448
RQ,VWP,TVQ,Y,1319,M-5,D-10,W-3,1541
NB,OPA,RTQ,N,743,M-11,D-17,W-5,437
NB,DTX,CBT,N,725,M-1,D-15,W-7,484
RQ,QFT,MGF,N,1333,M-10,D-27,W-5,585
XJ,MGF,JNS,N,940,M-8,D-23,W-2,569
WP,RMT,OLV,N,2104,M-9,D-28,W-3,407
OZ,MQQ,RIN,N,1651,M-6,D-9,W-5,164
IQ,ULQ,TVQ,Y,2026,M-7,D-11,W-2,665
OZ,HSR,OQY,N,1920,M-4,D-17,W-7,139
IQ,PTG,TVQ,N,1552,M-10,D-15,W-6,215
XJ,UYV,JNS,N,1834,M-10,D-5,W-3,319
NB,ORN,ULX,N,825,M-12,D-2,W-5,1444
OZ,PVQ,DIE,Y,1340,M-11,D-16,W-4,892
NB,ORN,CWI,N,1348,M-5,D-6,W-6,468
BN,CRQ,OPU,N,750,M-3,D-18,W-5,1050
NB,CWS,QTP,N,1835,M-2,D-25,W-6,223
JG,ORV,TVQ,N,600,M-6,D-5,W-1,619
WP,PQM,ULX,N,1638,M-5,D-4,W-4,507
OZ,HSR,MGF,N,1252,M-12,D-3,W-6,264
NB,VWP,QTX,N,1230,M-12,D-2,W-5,451
TT,PTB,RIN,N,1057,M-11,D-15,W-2,1171
XJ,VWQ,YTL,N,800,M-5,D-3,W-3,429
HH,JWF,PIH,N,1400,M-1,D-27,W-4,451
WP,MQV,ULQ,N,923,M-11,D-15,W-2,448
TT,DIE,RIN,Y,1751,M-2,D-18,W-5,1391
HH,QTX,CIQ,N,2235,M-4,D-7,W-4,109
HH,PIH,TMG,N,2137,M-2,D-5,W-7,250
TT,YMV,RIN,N,1628,M-1,D-8,W-7,328
MH,YTL,PDM,N,1146,M-9,D-11,W-7,1608
JG,TVQ,TUI,N,1958,M-8,D-18,W-5,540
WP,ULQ,OMY,N,1043,M-7,D-22,W-5,1038
WT,HSR,YTR,Y,2144,M-9,D-29,W-4,589
NB,ULX,HBV,Y,1824,M-10,D-24,W-2,325
C6,IQQ,DIE,N,1330,M-7,D-17,W-1,1069
NB,RTQ,TCZ,N,1100,M-6,D-20,W-1,580
XJ,MQJ,SRW,N,1229,M-12,D-9,W-6,416
HH,XBT,RJB,N,1010,M-7,D-17,W-7,616
BN,OMY,RVN,Y,1419,M-6,D-10,W-5,629
XJ,LSQ,YTL,N,529,M-11,D-3,W-4,295
NB,QTP,CLO,N,1030,M-10,D-21,W-5,1618
JG,TVQ,RVN,N,947,M-3,D-9,W-4,594
I9,RJB,PVQ,N,2036,M-12,D-16,W-6,770
TT,RIN,PIH,Y,1855,M-12,D-28,W-3,1464
XJ,OPU,MQJ,N,1146,M-7,D-30,W-7,622
C6,DIE,OMH,N,602,M-9,D-4,W-7,944
RQ,PBT,TVQ,N,845,M-11,D-23,W-4,1919
WP,ULX,QTX,N,1927,M-7,D-27,W-4,370
RQ,RMT,PQM,N,1654,M-9,D-13,W-2,1851
I9,PQM,RJB,N,1341,M-9,D-22,W-5,391
OZ,JGG,HSR,N,900,M-7,D-7,W-5,273
XJ,JNS,HSI,Y,1837,M-10,D-22,W-7,284
HL,MLH,MGF,N,1226,M-8,D-15,W-1,342
JG,TVQ,UYT,Y,1725,M-9,D-1,W-4,564
TT,RIN,ULX,Y,1741,M-10,D-10,W-2,868
I9,POI,RJB,N,625,M-10,D-19,W-4,910
NB,QTP,POI,N,919,M-10,D-6,W-4,397
XJ,MQJ,PTV,N,2036,M-12,D-25,W-7,1241
MH,JNS,IQQ,N,1524,M-3,D-17,W-5,1065
HH,QTX,PTB,Y,1313,M-7,D-24,W-1,109
NB,OPA,LHW,Y,1510,M-6,D-4,W-6,303
WT,MOL,RJB,N,923,M-9,D-3,W-6,1155
IQ,MTE,TVQ,Y,2030,M-8,D-16,W-2,528
TZ,YVH,LBQ,N,1340,M-4,D-27,W-4,216
NB,PQM,PJT,N,715,M-1,D-31,W-1,689
AG,SHM,HSR,N,1206,M-4,D-29,W-6,528
XJ,MQJ,YTR,N,1848,M-3,D-6,W-7,288
TT,PDM,RIN,N,729,M-4,D-7,W-5,1438
JG,TVQ,UBP,Y,1258,M-7,D-21,W-5,272
NB,RTQ,LHW,N,700,M-3,D-21,W-1,239
HL,HSR,MGF,N,932,M-5,D-7,W-6,264
OZ,HSR,VAP,N,1958,M-1,D-23,W-1,475
RQ,UNO,MGF,N,908,M-2,D-4,W-5,810
TT,OMY,RTQ,N,740,M-9,D-26,W-2,461
TT,PDW,HSR,N,820,M-6,D-11,W-7,2072
IQ,SHM,VUT,N,1034,M-12,D-24,W-7,1079
BN,RVN,OJO,N,1532,M-1,D-2,W-1,610
WT,CRQ,YTR,N,1431,M-7,D-8,W-5,326
OZ,GUP,RIN,N,1054,M-6,D-29,W-4,626
NB,OPA,VUT,N,1130,M-11,D-15,W-2,487
TT,YBR,RIN,N,655,M-6,D-5,W-1,762
RQ,MGF,QTX,N,2102,M-5,D-17,W-2,1900
NB,DTB,LHW,Y,1325,M-12,D-5,W-1,359
WP,QTX,MQV,N,2245,M-10,D-14,W-6,2125
BN,OPU,ITS,Y,2142,M-1,D-3,W-2,223
TP,PJT,TBM,N,600,M-10,D-18,W-2,1449
TT,QTX,HFF,N,852,M-4,D-29,W-6,2486
HL,MGF,PMJ,N,1030,M-7,D-15,W-6,383
WT,QTP,RJB,N,721,M-4,D-28,W-5,629
OZ,HSR,PAS,N,707,M-5,D-21,W-7,607
TT,RIN,HSR,N,1457,M-6,D-3,W-5,802
WT,HSR,RMT,N,629,M-12,D-31,W-6,612
WT,RIN,RJB,Y,1356,M-6,D-28,W-3,641
BN,VUT,RVN,N,1524,M-8,D-22,W-2,983
BN,OMH,YBR,N,1136,M-12,D-26,W-1,828
NB,RTQ,QYV,Y,2128,M-8,D-4,W-5,296
RQ,CNY,TVQ,N,1055,M-10,D-19,W-3,576
HH,CHY,PQM,N,1121,M-4,D-3,W-7,291
BN,FVI,OPU,N,847,M-11,D-9,W-3,887
WT,RJB,ULX,N,1117,M-4,D-16,W-6,602
BN,OMY,RVN,N,934,M-10,D-24,W-1,629
NB,POI,CWS,N,1425,M-1,D-18,W-3,358
LT,EHT,LBQ,N,1521,M-4,D-16,W-7,163
TT,OYT,ULQ,N,1539,M-5,D-28,W-6,1013
WT,OMH,YTR,N,1338,M-4,D-11,W-1,758
WP,RMT,UYV,N,951,M-2,D-5,W-6,205
JG,CZE,TVQ,N,630,M-9,D-16,W-6,238
IQ,TVQ,VUT,Y,2310,M-1,D-7,W-6,406
VK,JNS,ORN,Y,2320,M-7,D-13,W-3,711
NB,MOL,CNY,N,926,M-3,D-2,W-4,336
IQ,TVQ,OAS,Y,1506,M-9,D-5,W-2,317
RL,YTR,CBT,N,845,M-1,D-22,W-6,542
XJ,SHM,JNS,N,656,M-7,D-19,W-2,246
HL,MGF,SHM,N,913,M-11,D-15,W-3,461
OZ,QFT,CFS,N,1724,M-9,D-17,W-7,378
HL,MGF,OPU,Y,932,M-11,D-26,W-7,596
BN,OPU,QTX,N,1427,M-5,D-21,W-6,1536
BN,RJB,OPU,N,908,M-12,D-31,W-6,680
HL,MGF,IPR,N,1340,M-9,D-25,W-1,701
VK,QFT,YBR,N,1058,M-2,D-9,W-3,659
OZ,QFT,SRW,N,1352,M-4,D-26,W-3,431
NB,TCZ,QTP,Y,1416,M-8,D-24,W-4,487
TT,UPU,RIN,N,907,M-9,D-13,W-2,1126
HH,UYV,HSR,N,1919,M-10,D-15,W-7,412
XJ,CSH,YTL,N,825,M-6,D-19,W-1,308
TT,QFT,CBT,Y,1234,M-11,D-30,W-4,764
TT,HSR,RMT,N,1931,M-3,D-21,W-1,612
BN,OPU,RVN,N,552,M-4,D-15,W-6,528
OZ,QYV,RIN,N,549,M-5,D-6,W-6,304
TT,HSR,URX,N,1827,M-4,D-26,W-3,1739
C6,DIE,CWI,N,1056,M-2,D-10,W-4,301
MH,QTP,JNS,N,855,M-2,D-4,W-5,2227
WT,POI,HSR,N,602,M-2,D-15,W-3,1781
NB,ORN,OMY,N,815,M-3,D-4,W-6,405
XJ,YTR,JNS,Y,2139,M-8,D-27,W-7,213
TT,OPA,QFT,N,1007,M-3,D-22,W-2,1183
JG,OAS,TVQ,N,1630,M-7,D-8,W-6,317
WT,OPA,HSR,N,1444,M-10,D-18,W-2,837
JG,TVQ,QTB,N,1930,M-4,D-23,W-7,630
HH,PTG,HSR,N,1144,M-2,D-8,W-3,773
MH,TVQ,YTL,Y,1349,M-5,D-12,W-5,689
LU,QTP,ULX,N,1259,M-11,D-5,W-6,256
HH,URX,JWF,N,1402,M-5,D-30,W-1,106
OZ,DTX,HSR,Y,1408,M-5,D-24,W-3,865
RL,SHM,YTR,N,1708,M-6,D-2,W-4,289
I9,PJT,RJB,N,622,M-6,D-3,W-5,1024
WT,QFT,HSR,N,1857,M-9,D-25,W-1,733
HL,QYV,MGF,N,710,M-7,D-10,W-1,513
TZ,LBQ,QYL,N,1054,M-11,D-16,W-4,102
NB,PTB,HTE,N,645,M-6,D-11,W-6,446
WP,ULQ,HSI,N,1355,M-7,D-12,W-3,211
LU,SBH,QTP,N,2028,M-5,D-17,W-2,345
RQ,QTP,CHP,N,2155,M-4,D-24,W-7,2381
NB,PQM,ULX,N,1434,M-1,D-12,W-4,507
NB,LHW,RTQ,N,2200,M-2,D-7,W-1,239
WT,RJB,PIH,N,1121,M-11,D-29,W-3,967
IQ,QTP,TVQ,N,2222,M-8,D-17,W-4,1747
HH,HBV,QTX,N,921,M-10,D-25,W-2,47
TT,VWP,RIN,N,1109,M-10,D-21,W-6,813
JG,OQC,TVQ,Y,1715,M-11,D-24,W-4,443
OZ,PRI,RIN,N,1144,M-10,D-2,W-7,733
LU,RVN,ULX,N,1923,M-8,D-21,W-7,1671
RQ,PVV,TVQ,N,1646,M-6,D-16,W-4,1599
TP,ULX,PJT,N,1110,M-2,D-20,W-7,1107
OZ,QFT,CHP,N,1109,M-10,D-8,W-7,185
BN,CHP,OPU,N,1125,M-3,D-14,W-1,1124
WT,UYV,HSR,N,1917,M-5,D-16,W-2,412
OZ,SPV,HSR,N,1442,M-5,D-22,W-7,268
HH,PIH,OSA,N,1306,M-12,D-7,W-3,77
RL,YTR,MOL,N,1505,M-11,D-29,W-2,299
OZ,MOY,HSR,N,1523,M-2,D-19,W-6,135
NB,VWQ,LHW,N,650,M-3,D-6,W-1,453
IQ,RTA,TVQ,Y,1945,M-6,D-9,W-5,432
JG,FPU,MGF,N,1638,M-1,D-26,W-3,317
TT,OYT,ULQ,Y,1608,M-2,D-18,W-6,1013
XJ,PSZ,YTL,N,859,M-3,D-26,W-7,796
JG,TVQ,TGQ,N,1335,M-4,D-12,W-2,164
AG,YTL,MQV,N,700,M-3,D-4,W-6,913
WP,VUT,MQV,Y,1002,M-9,D-29,W-5,508
TT,RIN,QFC,N,801,M-1,D-11,W-3,1220
WP,ULQ,UCY,N,1714,M-4,D-26,W-2,951
MH,JNS,MQJ,N,1426,M-7,D-10,W-1,404
TP,POI,PJT,N,1447,M-10,D-13,W-5,605
MH,MQJ,QTX,N,2053,M-12,D-18,W-1,2053
WP,RMT,VUT,N,1506,M-8,D-15,W-2,814
XJ,MQJ,RMT,Y,2143,M-3,D-2,W-3,310
NB,HTE,CWS,N,1845,M-4,D-28,W-4,325
BN,OPU,QFT,Y,1412,M-7,D-24,W-7,1020
WT,RJB,ULX,N,1320,M-8,D-4,W-5,602
HL,RVN,MGF,N,1155,M-7,D-10,W-1,229
C6,QFT,IQQ,Y,1019,M-11,D-13,W-1,1076
XJ,JNS,YTR,Y,1600,M-7,D-9,W-6,213
WT,PJT,YTR,N,2333,M-11,D-9,W-4,2306
BN,RVN,CHP,N,1658,M-8,D-6,W-6,632
HH,PIH,OIS,Y,1415,M-8,D-29,W-2,329
BN,QTX,LBQ,Y,1621,M-2,D-23,W-4,2556
NB,CRQ,ORN,N,1752,M-8,D-1,W-2,777
OZ,CHP,PVQ,Y,1645,M-3,D-11,W-5,1046
NB,LHW,TCZ,N,800,M-3,D-4,W-5,759
OZ,DIE,CHP,N,803,M-4,D-28,W-4,187
NB,PDM,SBH,N,1123,M-7,D-2,W-7,188
HH,VAP,HSR,Y,2308,M-3,D-30,W-3,475
RL,YTR,MTJ,N,1138,M-1,D-11,W-2,401
NB,LHW,RTQ,N,2000,M-8,D-21,W-7,239
WT,QTX,URX,N,1621,M-11,D-21,W-1,834
NB,SRW,OMH,N,1022,M-8,D-11,W-5,534
WP,UYV,RIN,N,1327,M-11,D-23,W-3,1068
RQ,TVQ,PDW,N,1203,M-5,D-14,W-7,1547
JG,HOT,TVQ,N,758,M-11,D-1,W-2,821
WT,PIH,QTP,Y,1842,M-2,D-21,W-1,414
OZ,ORN,RIN,N,1641,M-2,D-15,W-3,797
BN,RVN,OJO,N,1210,M-2,D-3,W-4,610
RL,UYV,YTR,N,1718,M-10,D-29,W-6,183
TT,TVQ,RIN,N,1148,M-7,D-12,W-2,732
AG,HSR,TCJ,Y,918,M-4,D-24,W-1,654
WP,SPN,MQV,N,2015,M-5,D-3,W-2,600
TT,RIN,HTE,N,1214,M-1,D-6,W-5,1456
RQ,RTC,TVQ,N,809,M-9,D-8,W-5,366
NB,HTE,LHW,N,730,M-1,D-10,W-2,1642
BN,TVQ,OPU,N,805,M-8,D-16,W-2,906
TT,RIN,PDM,N,1750,M-1,D-28,W-5,1438
BN,PQM,RVN,N,714,M-3,D-7,W-1,1481
NB,ORN,OMH,N,640,M-12,D-23,W-5,989
NB,CWS,ULX,Y,2055,M-11,D-22,W-2,369
XJ,MQJ,HSR,Y,1739,M-5,D-31,W-3,316
NB,PTV,CBT,N,745,M-1,D-8,W-6,822
LT,QYL,LBQ,N,1428,M-2,D-22,W-2,102
AG,PCU,ULX,N,630,M-3,D-20,W-1,509
RQ,QTP,TVQ,N,557,M-2,D-22,W-2,1747
RQ,PBT,PQM,N,940,M-3,D-14,W-1,588
HL,CHP,OAS,N,930,M-2,D-19,W-6,738
TT,RMT,PVQ,Y,1935,M-12,D-26,W-2,719
WT,HSR,RIN,N,627,M-12,D-10,W-7,802
WT,MQV,RJB,N,757,M-8,D-31,W-4,1337
NB,SBH,PJT,N,1307,M-7,D-17,W-1,564
TT,QTP,RIN,N,1415,M-4,D-23,W-7,1055
HH,STU,RJB,N,1307,M-7,D-16,W-6,301
RQ,QTX,TVQ,N,1328,M-6,D-9,W-4,1946
NB,ULQ,OMH,Y,1542,M-2,D-4,W-5,861
LU,ULX,PTB,N,1728,M-11,D-10,W-4,304
BN,OJO,RMT,Y,906,M-9,D-22,W-5,762
NB,ULX,QTX,N,1500,M-3,D-7,W-1,370
IQ,TVQ,OMH,N,749,M-4,D-18,W-2,403
AG,MTJ,MQV,N,1825,M-1,D-30,W-1,88
AG,CBT,HSR,N,719,M-5,D-30,W-2,409
RQ,QTX,LBQ,Y,1743,M-10,D-9,W-7,2556
MH,MQJ,JNS,N,739,M-10,D-31,W-1,404
RQ,TVQ,RJB,N,831,M-5,D-18,W-3,1199
HL,MGF,YTR,N,1100,M-10,D-20,W-5,388
RQ,PQM,VUT,N,1005,M-2,D-25,W-5,1887
BN,RVN,IBV,N,1202,M-3,D-20,W-7,56
HL,SYM,QFT,N,1554,M-4,D-16,W-7,292
WP,IQQ,MQV,N,1240,M-6,D-18,W-7,631
RL,CVG,YTR,N,623,M-4,D-10,W-7,442
NB,QTP,ULQ,N,825,M-2,D-9,W-4,2176
WP,TCZ,ULX,N,833,M-5,D-24,W-3,328
HH,MUS,RJB,N,810,M-9,D-2,W-5,230
HL,OMY,MGF,N,907,M-6,D-1,W-4,539
HH,HSR,QJX,N,1854,M-9,D-7,W-4,323
HH,FDV,RJB,N,1559,M-4,D-22,W-5,212
NB,RTQ,LHW,N,1300,M-8,D-8,W-1,239
NB,TWP,RTQ,N,1900,M-11,D-8,W-2,189
WT,RJB,QFT,N,1330,M-9,D-17,W-7,1619
NB,MOL,CBT,N,815,M-9,D-13,W-2,338
NB,OLV,CNY,N,1840,M-3,D-15,W-3,377
TT,VUT,OYT,N,1948,M-6,D-6,W-2,204
HH,PQM,LQB,N,939,M-3,D-22,W-3,402
IQ,TVQ,FUV,N,902,M-1,D-25,W-3,352
WP,ULQ,CHP,Y,1748,M-10,D-26,W-3,280
JG,TVQ,VSY,N,1842,M-4,D-5,W-2,227
WP,RMT,OMH,Y,1557,M-5,D-20,W-5,759
MH,JNS,OPU,Y,813,M-10,D-31,W-1,1008
HH,ITV,PIH,N,512,M-8,D-2,W-2,158
NB,HTE,PJT,N,1315,M-7,D-3,W-1,671
WT,QTX,HSR,N,1006,M-7,D-9,W-6,1745
IQ,OQY,TVQ,N,532,M-8,D-12,W-5,633
WP,RMT,PAS,N,2103,M-4,D-6,W-4,298
RQ,CNY,TVQ,N,1317,M-4,D-10,W-1,576
RQ,YBR,TVQ,N,946,M-1,D-31,W-1,432
TT,SRW,HSR,N,1006,M-8,D-27,W-7,647
RQ,UCY,QFT,N,737,M-5,D-17,W-2,1035
TT,VWP,RIN,N,1034,M-2,D-4,W-5,813
RQ,HSI,TVQ,N,1242,M-10,D-1,W-6,516
TT,RIN,SRW,N,1441,M-6,D-16,W-4,1062
BN,TQC,RVN,N,1553,M-1,D-29,W-6,488
IQ,ULI,TVQ,Y,2042,M-7,D-15,W-6,508
MH,YTL,TWP,Y,1552,M-11,D-17,W-5,140
C6,DIE,CWS,N,1134,M-9,D-27,W-2,2465
WP,MQV,OMH,N,1228,M-6,D-15,W-3,468
WT,QTX,LBQ,N,839,M-6,D-21,W-2,2556
NB,CNY,CBT,N,950,M-3,D-21,W-1,588
WT,PBT,HSR,N,648,M-6,D-16,W-4,1726
TP,QTX,PJT,N,2156,M-11,D-8,W-2,954
MH,RIN,YTL,Y,818,M-11,D-11,W-6,224
TT,HSR,YTL,N,1212,M-12,D-13,W-2,925
OZ,UYV,RIN,Y,1047,M-3,D-15,W-3,1068
RQ,PQM,LBQ,N,1134,M-9,D-18,W-1,2994
MH,JNS,MQJ,N,1800,M-12,D-25,W-7,404
HL,FPH,MGF,N,1027,M-3,D-10,W-5,330
XJ,OHC,YTL,Y,1659,M-9,D-24,W-7,427
MH,YTL,PIH,N,2057,M-7,D-1,W-5,1635
WT,PIH,QTP,N,1610,M-11,D-9,W-3,414
IQ,CHP,MTE,Y,2039,M-3,D-31,W-4,549
WT,QTX,DIE,N,2206,M-9,D-27,W-3,2475
WP,JNS,MQV,N,514,M-9,D-6,W-2,529
MH,OPA,YTL,N,1108,M-4,D-17,W-7,305
LU,QTP,ULX,N,1021,M-10,D-26,W-3,256
TP,PJT,QTX,Y,1905,M-3,D-27,W-1,954
HH,QTX,ITV,Y,2250,M-12,D-31,W-6,209
RQ,TVQ,HSR,N,1700,M-3,D-13,W-7,606
NB,OMH,CWI,N,927,M-10,D-7,W-6,1011
RQ,MGF,IQQ,Y,1918,M-11,D-21,W-1,932
HL,VSY,MGF,Y,1615,M-11,D-29,W-2,216
TP,HBV,PJT,N,1018,M-8,D-4,W-5,956
MH,YTL,HSR,N,1549,M-3,D-29,W-3,925
TT,DIE,OYT,N,1407,M-2,D-19,W-6,1090
NB,CWS,QTP,N,1655,M-12,D-8,W-4,223
HH,PFW,PQM,N,1100,M-4,D-18,W-1,269
BN,QTX,OPU,N,1020,M-5,D-16,W-2,1536
NB,IQQ,OPA,N,1045,M-8,D-15,W-1,673
C6,QFC,DIE,N,854,M-1,D-12,W-4,2465
RQ,QFT,TVQ,N,901,M-12,D-7,W-3,761
RQ,QTX,LBQ,N,1527,M-1,D-17,W-1,2556
NB,TWP,ULX,N,1952,M-4,D-19,W-2,872
OZ,RIN,QCC,Y,2200,M-2,D-17,W-4,282
NB,CBT,DTX,N,1225,M-4,D-3,W-1,484
HL,MTJ,OMH,N,1126,M-3,D-31,W-4,380
I9,PBT,RJB,N,642,M-11,D-21,W-1,846
